said,13720
back,11380
would,11209
like,10988
one,10807
could,10229
know,7818
eyes,7614
time,6977
get,6916
around,5794
even,5645
see,5515
head,5471
way,5469
going,5265
hand,5179
looked,4983
think,4834
away,4691
want,4686
still,4568
face,4440
asked,4389
right,4366
something,4328
go,4276
look,4269
two,4085
never,4012
made,3983
little,3916
us,3890
much,3850
thought,3807
door,3774
knew,3750
make,3743
room,3658
take,3645
took,3551
good,3488
man,3408
first,3408
turned,3369
felt,3312
got,3288
wanted,3260
long,3247
let,3242
people,3209
need,3176
hands,3156
left,3111
come,3034
told,2991
voice,2923
really,2913
tell,2835
another,2824
say,2816
came,2807
find,2785
sure,2715
behind,2700
side,2622
enough,2608
might,2606
last,2603
well,2594
life,2551
put,2537
anything,2477
body,2457
found,2395
thing,2386
went,2370
feel,2361
things,2351
help,2306
front,2295
hair,2274
day,2258
saw,2245
ever,2214
looking,2209
toward,2193
every,2190
next,2189
moment,2179
chapter,2122
pulled,2120
keep,2111
someone,2086
nothing,2086
trying,2048
without,2043
night,2038
house,2033
though,2032
seemed,2005
small,1990
always,1981
place,1973
stood,1965
book,1951
maybe,1946
hard,1941
mind,1938
years,1934
home,1926
inside,1925
many,1903
open,1900
mother,1886
father,1884
new,1884
heard,1871
since,1861
nodded,1856
give,1848
work,1846
smile,1843
tried,1840
held,1804
across,1804
walked,1751
gave,1748
josie,1734
started,1724
better,1724
arms,1717
love,1706
breath,1704
also,1704
almost,1703
must,1696
words,1694
sat,1693
already,1678
heart,1658
everything,1644
bed,1624
woman,1624
feet,1615
smiled,1608
old,1595
men,1588
three,1587
table,1581
dark,1575
lips,1569
mouth,1536
lot,1534
needed,1525
hear,1523
call,1514
finally,1511
else,1499
done,1497
close,1496
began,1485
arm,1475
shook,1460
far,1457
chest,1449
car,1444
best,1434
seen,1432
set,1432
chance,1426
hell,1422
leave,1418
deep,1413
light,1404
world,1403
kind,1402
along,1398
end,1388
floor,1381
least,1379
able,1366
blood,1364
getting,1350
jake,1348
talk,1344
called,1331
black,1331
stop,1325
fingers,1322
together,1312
believe,1312
part,1312
reached,1308
making,1306
opened,1305
probably,1300
past,1297
feeling,1297
big,1293
quickly,1285
onto,1283
forward,1280
air,1276
moved,1271
mean,1264
gone,1263
second,1249
girl,1240
used,1238
yet,1238
kept,1232
stopped,1231
anyone,1229
taking,1227
closed,1222
coming,1221
phone,1213
family,1211
shoulder,1210
rest,1203
minutes,1201
name,1199
stared,1173
use,1169
shane,1166
later,1162
ask,1160
water,1157
idea,1156
great,1156
bit,1154
may,1146
