the,167231
to,111281
and,92197
a,76537
of,70373
I,66744
her,53505
was,49966
in,46026
his,38656
that,35206
you,34953
he,34122
it,32537
she,29152
my,26975
with,26239
on,25731
for,25308
as,24975
had,24152
at,22087
me,21153
He,18842
him,18640
but,16867
be,16674
She,15580
from,15537
have,15369
is,15093
The,14991
out,14966
up,14240
said,13691
not,13479
were,11397
back,11285
would,11025
this,10783
your,10599
like,10594
into,10530
they,10362
so,10302
what,10242
could,10051
one,10047
all,10009
about,9870
if,9589
just,9340
them,8904
been,8847
or,8482
we,8343
an,8282
do,7949
are,7893
It,7853
when,7848
know,7797
down,7671
over,7631
eyes,7587
more,7443
by,7248
their,7071
then,7021
time,6842
get,6787
no,6232
there,6153
can,5856
around,5756
before,5698
will,5667
who,5562
head,5442
way,5428
see,5424
only,5420
through,5417
going,5226
than,5217
hand,5146
did,5031
looked,4977
how,4976
even,4861
But,4851
think,4758
off,4751
away,4680
some,4674
want,4655
other,4599
now,4522
face,4435
asked,4381
still,4307
right,4232
And,4226
go,4168
look,4148
again,4103
something,4034
made,3963
never,3894
any,3858
little,3848
much,3807
thought,3791
us,3790
too,3785
door,3769
two,3767
our,3748
knew,3741
A,3662
make,3640
room,3634
His,3604
here,3549
take,3548
took,3542
where,3428
turned,3365
man,3358
good,3308
felt,3308
You,3287
got,3246
after,3244
because,3236
wanted,3233
first,3228
long,3198
need,3165
has,3159
hands,3136
They,3121
Her,3103
left,3098
let,3069
If,3008
few,2987
told,2985
voice,2918
come,2914
really,2846
people,2821
came,2803
say,2790
against,2783
find,2746
tell,2719
very,2714
which,2684
while,2671
behind,2620
sure,2613
side,2613
another,2598
My,2598
enough,2593
might,2582
own,2562
last,2531
put,2501
life,2495
until,2491
should,2462
body,2448
being,2439
anything,2416
We,2410
found,2390
thing,2383
went,2367
feel,2349
front,2284
help,2282
hair,2266
things,2255
those,2250
When,2240
saw,2240
day,2226
well,2204
toward,2188
moment,2179
There,2155
As,2140
ever,2139
pulled,2114
looking,2090
next,2085
same,2080
What,2077
why,2064
trying,2018
night,2012
keep,2003
seemed,1998
stood,1962
place,1961
small,1958
house,1958
most,1945
between,1943
mind,1932
This,1931
every,1925
hard,1917
years,1910
always,1910
home,1906
someone,1890
open,1874
its,1869
heard,1866
both,1856
nodded,1854
nothing,1842
tried,1838
smile,1838
inside,1834
work,1826
herself,1816
without,1808
though,1804
held,1801
In,1797
mother,1789
across,1785
father,1785
That,1780
give,1777
many,1769
walked,1751
gave,1744
Josie,1734
book,1720
started,1718
Chapter,1718
arms,1709
breath,1703
each,1700
sat,1691
words,1681
better,1680
must,1672
new,1663
already,1658
Then,1643
since,1634
heart,1634
almost,1628
bed,1620
am,1618
woman,1616
love,1615
himself,1615
feet,1613
smiled,1608
also,1580
once,1571
lips,1565
myself,1559
old,1554
men,1549
under,1544
table,1541
mouth,1535
lot,1530
hear,1520
needed,1517
such,1512
dark,1512
else,1498
done,1489
began,1485
close,1483
arm,1473
call,1467
shook,1460
chest,1449
these,1440
everything,1439
car,1439
far,1434
seen,1430
doing,1419
set,1419
three,1415
best,1396
leave,1383
kind,1380
least,1378
floor,1378
deep,1372
along,1369
able,1366
end,1364
light,1355
Jake,1348
world,1339
called,1329
getting,1314
fingers,1311
reached,1308
No,1306
talk,1305
opened,1304
together,1291
past,1289
believe,1287
stop,1285
onto,1282
forward,1279
moved,1271
blood,1266
mean,1264
black,1259
making,1258
quickly,1257
feeling,1251
gone,1240
part,1238
finally,1233
stopped,1230
So,1227
kept,1226
air,1223
After,1222
closed,1222
big,1219
used,1216
girl,1214
shoulder,1210
phone,1209
probably,1208
second,1208
coming,1200
rest,1196
family,1193
name,1190
anyone,1185
minutes,1177
stared,1170
Shane,1166
How,1158
idea,1153
bit,1150
taking,1138
water,1136
ask,1135
use,1133
top,1127
don't,1127
happened,1122
later,1121
sound,1116
yet,1112
Alex,1103
watched,1102
ran,1095
move,1091
didn't,1091
At,1085
Mac,1085
skin,1085
ground,1077
may,1073
For,1067
maybe,1061
others,1060
try,1057
care,1045
Not,1043
whole,1042
soon,1035
different,1035
great,1034
window,1034
Ebony,1034
run,1031
having,1024
With,1019
talking,1018
attention,1015
large,1012
caught,1010
replied,1008
fire,1006
white,1003
point,995
thinking,990
hurt,987
friends,984
Hannah,982
wall,980
lost,979
days,979
course,975
gaze,975
turn,973
Ana,971
answer,970
All,967
understand,961
guy,959
alone,956
followed,947
brought,945
full,940
looks,934
question,932
dead,928
does,926
bad,925
neck,925
several,924
outside,924
half,920
hit,919
Gareth,919
waiting,915
ready,913
whispered,912
grabbed,910
slowly,908
real,904
fact,903
cold,903
taken,902
leaned,900
chair,899
stay,898
times,892
human,892
case,891
pain,891
Now,887
stepped,887
morning,886
thoughts,885
answered,885
Maybe,884
person,882
Nate,876
either,874
free,873
start,871
pretty,870
fell,868
closer,867
ago,863
school,861
kill,860
hold,851
matter,851
everyone,851
watching,850
beside,849
met,849
spoke,849
meant,847
realized,847
I'm,845
fear,843
says,840
standing,839
throat,836
meet,835
hours,828
seat,828
continued,828
word,826
living,826
eye,825
young,822
holding,818
Just,817
glanced,817
running,813
blue,809
given,809
read,806
Mr,805
suddenly,804
actually,804
power,800
line,798
legs,795
guess,794
red,793
laughed,793
Dean,788
high,785
friend,784
Even,782
happy,782
death,781
Gwen,781
remember,780
reason,779
Why,776
longer,776
mine,776
near,767
touch,765
clear,762
One,755
pushed,754
shoulders,754
expression,753
become,751
sense,751
short,749
kitchen,746
sitting,740
above,739
wrong,739
sorry,737
decided,733
noticed,730
Chance,730
show,729
boy,728
ship,726
control,721
Linda,720
books,719
simply,718
hope,718
walk,717
speak,716
dropped,716
To,715
wait,715
